chrom	start	end	num	list	early	late	terminal	memory	shCd19	shRunx3
1	18305397	18305811	1	early	1	0	0	0	0	0
1	18845493	18845946	1	late	0	1	0	0	0	0
1	19118392	19118993	1	early	1	0	0	0	0	0
1	19494761	19495029	1	memory	0	0	0	1	0	0
1	19823410	19823761	1	early	1	0	0	0	0	0
1	19864670	19864947	1	memory	0	0	0	1	0	0
1	20920389	20920832	1	memory	0	0	0	1	0	0
1	21530842	21531236	1	early	1	0	0	0	0	0
1	22365477	22365830	1	shRunx3	0	0	0	0	0	1
1	22694724	22694978	1	memory	0	0	0	1	0	0
1	22837851	22838440	1	shRunx3	0	0	0	0	0	1
1	22865001	22865461	1	terminal	0	0	1	0	0	0
1	23679713	23679994	1	memory	0	0	0	1	0	0
1	23923906	23923973	1	shCd19	0	0	0	0	1	0
1	23923973	23924289	2	shCd19,shRunx3	0	0	0	0	1	1
1	23924289	23924579	1	shCd19	0	0	0	0	1	0
1	24105979	24106590	1	shRunx3	0	0	0	0	0	1
1	24371686	24371947	1	early	1	0	0	0	0	0
1	24974297	24974586	1	memory	0	0	0	1	0	0
1	26093557	26093836	1	late	0	1	0	0	0	0
1	26498733	26499172	1	shCd19	0	0	0	0	1	0
1	26582259	26582627	1	memory	0	0	0	1	0	0
1	26840994	26841397	1	terminal	0	0	1	0	0	0
1	27970850	27971159	1	late	0	1	0	0	0	0
1	28445104	28445404	1	late	0	1	0	0	0	0
1	28477077	28477360	1	memory	0	0	0	1	0	0
1	28757045	28757762	1	shRunx3	0	0	0	0	0	1
1	29065277	29065709	1	late	0	1	0	0	0	0
1	29491807	29492205	1	shRunx3	0	0	0	0	0	1
1	30467782	30468037	1	early	1	0	0	0	0	0
1	30949753	30950238	1	shCd19	0	0	0	0	1	0
1	32053146	32053453	1	shRunx3	0	0	0	0	0	1
1	32675876	32676116	1	shRunx3	0	0	0	0	0	1
1	32676696	32677264	1	terminal	0	0	1	0	0	0
1	32715329	32715668	1	memory	0	0	0	1	0	0
1	32774455	32774908	1	terminal	0	0	1	0	0	0
1	33156143	33156598	1	terminal	0	0	1	0	0	0
1	33339340	33339853	1	shRunx3	0	0	0	0	0	1
1	33531459	33531775	1	memory	0	0	0	1	0	0
1	34439451	34439776	1	shRunx3	0	0	0	0	0	1
1	34610004	34610269	1	shRunx3	0	0	0	0	0	1
1	35222236	35222561	1	shRunx3	0	0	0	0	0	1
1	35227526	35227822	1	early	1	0	0	0	0	0
1	35311801	35312393	1	shCd19	0	0	0	0	1	0
1	36104476	36104797	1	late	0	1	0	0	0	0
1	36274486	36274794	1	shCd19	0	0	0	0	1	0
1	36293602	36293725	1	shCd19	0	0	0	0	1	0
1	36293725	36293976	2	terminal,shCd19	0	0	1	0	1	0
1	36293976	36294033	1	terminal	0	0	1	0	0	0
1	36307582	36308071	1	shRunx3	0	0	0	0	0	1
1	36368327	36368725	1	shRunx3	0	0	0	0	0	1
1	36766786	36767107	1	shCd19	0	0	0	0	1	0
1	36767107	36767154	2	shCd19,shRunx3	0	0	0	0	1	1
1	36767154	36767391	3	terminal,shCd19,shRunx3	0	0	1	0	1	1
1	36767391	36767400	2	terminal,shRunx3	0	0	1	0	0	1
1	36767400	36767531	1	shRunx3	0	0	0	0	0	1
1	36939622	36939952	1	shCd19	0	0	0	0	1	0
1	36942227	36942483	1	shRunx3	0	0	0	0	0	1
1	37252130	37252416	1	memory	0	0	0	1	0	0
1	37327180	37327770	1	shCd19	0	0	0	0	1	0
1	37617764	37618008	1	shRunx3	0	0	0	0	0	1
1	37753112	37753408	1	shRunx3	0	0	0	0	0	1
1	37889182	37890225	1	shCd19	0	0	0	0	1	0
1	38712260	38712728	1	shCd19	0	0	0	0	1	0
1	38777655	38778151	1	shCd19	0	0	0	0	1	0
1	39150223	39150617	1	late	0	1	0	0	0	0
1	39180109	39180403	1	shCd19	0	0	0	0	1	0
1	39736050	39736359	1	late	0	1	0	0	0	0
1	39842395	39842442	1	shCd19	0	0	0	0	1	0
1	39842442	39842835	2	shCd19,shRunx3	0	0	0	0	1	1
1	39842835	39842974	1	shRunx3	0	0	0	0	0	1
1	39917757	39918292	1	shCd19	0	0	0	0	1	0
1	40358838	40359088	1	shCd19	0	0	0	0	1	0
1	40393073	40393337	1	terminal	0	0	1	0	0	0
1	40393337	40393505	2	terminal,shCd19	0	0	1	0	1	0
1	40393505	40393741	3	terminal,shCd19,shRunx3	0	0	1	0	1	1
1	40393741	40393889	2	shCd19,shRunx3	0	0	0	0	1	1
1	40393889	40394309	1	shRunx3	0	0	0	0	0	1
1	40465652	40465952	1	shCd19	0	0	0	0	1	0
1	40515355	40515638	1	shRunx3	0	0	0	0	0	1
1	41979116	41979614	1	terminal	0	0	1	0	0	0
1	42126552	42126791	1	terminal	0	0	1	0	0	0
1	42604402	42604693	1	early	1	0	0	0	0	0
1	42689218	42689612	1	early	1	0	0	0	0	0
1	43070581	43071002	1	shCd19	0	0	0	0	1	0
1	43133009	43133242	1	shRunx3	0	0	0	0	0	1
1	43144501	43144934	1	shCd19	0	0	0	0	1	0
1	43236784	43236989	1	shRunx3	0	0	0	0	0	1
1	43768394	43768900	1	shCd19	0	0	0	0	1	0
1	43897055	43897603	1	shCd19	0	0	0	0	1	0
1	43933616	43933628	1	shCd19	0	0	0	0	1	0
1	43933628	43933644	2	shCd19,shRunx3	0	0	0	0	1	1
1	43933644	43933922	3	terminal,shCd19,shRunx3	0	0	1	0	1	1
1	43933922	43934183	2	terminal,shCd19	0	0	1	0	1	0
1	43934183	43934377	1	shCd19	0	0	0	0	1	0
1	44438293	44438557	1	shRunx3	0	0	0	0	0	1
1	44750894	44751259	1	terminal	0	0	1	0	0	0
1	45045268	45045542	1	terminal	0	0	1	0	0	0
1	45435838	45436346	1	early	1	0	0	0	0	0
1	46065451	46066053	1	memory	0	0	0	1	0	0
1	46172535	46172856	1	terminal	0	0	1	0	0	0
1	46839545	46839809	1	early	1	0	0	0	0	0
1	47137483	47137740	1	memory	0	0	0	1	0	0
1	47283628	47283868	1	memory	0	0	0	1	0	0
1	47481588	47481847	1	terminal	0	0	1	0	0	0
1	47743147	47743344	1	shRunx3	0	0	0	0	0	1
1	48033382	48033694	1	shCd19	0	0	0	0	1	0
1	48219298	48219670	1	memory	0	0	0	1	0	0
1	48772339	48772560	1	shRunx3	0	0	0	0	0	1
1	49014119	49014476	1	shCd19	0	0	0	0	1	0
1	49019502	49019875	1	shRunx3	0	0	0	0	0	1
1	49341235	49341601	1	late	0	1	0	0	0	0
1	49447865	49448407	1	memory	0	0	0	1	0	0
1	49807765	49808111	1	terminal	0	0	1	0	0	0
1	50829668	50829966	1	early	1	0	0	0	0	0
1	51569496	51570141	1	shCd19	0	0	0	0	1	0
1	51572499	51572870	1	shRunx3	0	0	0	0	0	1
1	51584263	51584340	1	shCd19	0	0	0	0	1	0
1	51584340	51585458	2	shCd19,shRunx3	0	0	0	0	1	1
1	51585458	51585686	1	shRunx3	0	0	0	0	0	1
1	51843318	51843662	1	shRunx3	0	0	0	0	0	1
1	52019324	52019742	1	shCd19	0	0	0	0	1	0
1	52019742	52020180	2	shCd19,shRunx3	0	0	0	0	1	1
1	52020180	52020234	1	shCd19	0	0	0	0	1	0
1	52040680	52041484	1	shRunx3	0	0	0	0	0	1
1	52118965	52119713	1	shCd19	0	0	0	0	1	0
1	53145891	53146389	1	shRunx3	0	0	0	0	0	1
1	53253415	53253734	1	early	1	0	0	0	0	0
1	53285718	53286022	1	shCd19	0	0	0	0	1	0
1	53784852	53785221	1	shCd19	0	0	0	0	1	0
1	53838414	53838908	1	shRunx3	0	0	0	0	0	1
1	53845138	53846332	1	shCd19	0	0	0	0	1	0
1	53946014	53946591	1	late	0	1	0	0	0	0
1	54014976	54015444	1	late	0	1	0	0	0	0
1	54075463	54075813	1	memory	0	0	0	1	0	0
1	54660511	54660947	1	shCd19	0	0	0	0	1	0
1	54863581	54863827	1	terminal	0	0	1	0	0	0
1	54870917	54871201	1	shRunx3	0	0	0	0	0	1
1	54871201	54871543	2	shCd19,shRunx3	0	0	0	0	1	1
1	54871543	54871766	1	shRunx3	0	0	0	0	0	1
1	54913534	54914039	1	shCd19	0	0	0	0	1	0
1	55086219	55086669	1	shRunx3	0	0	0	0	0	1
1	56199062	56199513	1	shRunx3	0	0	0	0	0	1
1	56491582	56491805	1	shRunx3	0	0	0	0	0	1
1	56790629	56791009	1	shRunx3	0	0	0	0	0	1
1	57377152	57377461	1	shRunx3	0	0	0	0	0	1
1	57609692	57610114	1	terminal	0	0	1	0	0	0
1	57625842	57626163	1	memory	0	0	0	1	0	0
1	57778234	57778599	1	late	0	1	0	0	0	0
1	58445125	58445480	1	shCd19	0	0	0	0	1	0
1	58712893	58713133	1	terminal	0	0	1	0	0	0
1	59907551	59907792	1	shRunx3	0	0	0	0	0	1
1	59912520	59913014	1	shRunx3	0	0	0	0	0	1
1	60075300	60075559	1	early	1	0	0	0	0	0
1	60111759	60112065	1	memory	0	0	0	1	0	0
1	60240630	60241049	1	shCd19	0	0	0	0	1	0
1	60498551	60499141	1	shCd19	0	0	0	0	1	0
1	60569026	60569493	1	shCd19	0	0	0	0	1	0
1	60697959	60698260	1	shRunx3	0	0	0	0	0	1
1	60761548	60761948	1	shRunx3	0	0	0	0	0	1
1	60858780	60859119	1	shRunx3	0	0	0	0	0	1
1	61049730	61050758	1	shCd19	0	0	0	0	1	0
1	61054517	61054972	1	shCd19	0	0	0	0	1	0
1	61095386	61095793	1	shCd19	0	0	0	0	1	0
1	61279822	61280116	1	shRunx3	0	0	0	0	0	1
1	61697153	61697672	1	late	0	1	0	0	0	0
1	61724660	61725083	1	shRunx3	0	0	0	0	0	1
1	61926435	61926706	1	terminal	0	0	1	0	0	0
1	62038229	62038517	1	memory	0	0	0	1	0	0
1	62084955	62085384	1	terminal	0	0	1	0	0	0
1	62207238	62207464	1	shRunx3	0	0	0	0	0	1
1	62791228	62791717	1	shRunx3	0	0	0	0	0	1
1	62875643	62876213	1	shCd19	0	0	0	0	1	0
1	62980090	62980643	1	shRunx3	0	0	0	0	0	1
1	63235974	63236204	1	shCd19	0	0	0	0	1	0
1	63681536	63681933	1	terminal	0	0	1	0	0	0
1	64000600	64001247	1	shCd19	0	0	0	0	1	0
1	64202902	64203141	1	shRunx3	0	0	0	0	0	1
1	64508360	64508858	1	shRunx3	0	0	0	0	0	1
1	64531702	64531816	1	shCd19	0	0	0	0	1	0
1	64531816	64532846	2	shCd19,shRunx3	0	0	0	0	1	1
1	64532846	64532871	1	shRunx3	0	0	0	0	0	1
1	64589569	64589885	1	memory	0	0	0	1	0	0
1	64783176	64783721	1	shRunx3	0	0	0	0	0	1
1	65178008	65179102	1	shCd19	0	0	0	0	1	0
1	66116105	66116478	1	late	0	1	0	0	0	0
1	66338047	66338324	1	late	0	1	0	0	0	0
1	66475237	66475711	1	terminal	0	0	1	0	0	0
1	66931400	66932441	1	shCd19	0	0	0	0	1	0
1	67038500	67038866	1	shCd19	0	0	0	0	1	0
1	67038866	67039342	2	shCd19,shRunx3	0	0	0	0	1	1
1	67039342	67039640	1	shCd19	0	0	0	0	1	0
1	67390011	67390349	1	memory	0	0	0	1	0	0
1	67941204	67941486	1	terminal	0	0	1	0	0	0
1	67946289	67946652	1	shCd19	0	0	0	0	1	0
1	68797262	68797519	1	shRunx3	0	0	0	0	0	1
1	69007270	69007728	1	shRunx3	0	0	0	0	0	1
1	69327313	69327709	1	shCd19	0	0	0	0	1	0
1	69587769	69588031	1	shRunx3	0	0	0	0	0	1
1	69603028	69603647	1	early	1	0	0	0	0	0
1	69876371	69876675	1	late	0	1	0	0	0	0
1	70281351	70281750	1	terminal	0	0	1	0	0	0
1	70376848	70377289	1	terminal	0	0	1	0	0	0
1	70536016	70536406	1	memory	0	0	0	1	0	0
1	70570955	70571474	1	shRunx3	0	0	0	0	0	1
1	71577020	71577428	1	shCd19	0	0	0	0	1	0
1	71800329	71800679	1	shRunx3	0	0	0	0	0	1
1	72006519	72006979	1	late	0	1	0	0	0	0
1	72042741	72043153	1	shRunx3	0	0	0	0	0	1
1	72434887	72435322	1	memory	0	0	0	1	0	0
1	72578789	72579048	1	early	1	0	0	0	0	0
1	72608137	72608445	1	memory	0	0	0	1	0	0
1	73001616	73001894	1	shRunx3	0	0	0	0	0	1
1	73526344	73526678	1	shRunx3	0	0	0	0	0	1
1	74007678	74008031	1	memory	0	0	0	1	0	0
1	74201058	74201073	1	shCd19	0	0	0	0	1	0
1	74201073	74201632	2	shCd19,shRunx3	0	0	0	0	1	1
1	74201632	74201763	1	shCd19	0	0	0	0	1	0
1	74587823	74588155	1	shCd19	0	0	0	0	1	0
1	74638455	74638827	1	late	0	1	0	0	0	0
1	74863078	74863385	1	memory	0	0	0	1	0	0
1	75124582	75125212	1	shCd19	0	0	0	0	1	0
1	75142441	75142706	1	terminal	0	0	1	0	0	0
1	75878053	75878351	1	memory	0	0	0	1	0	0
1	75903339	75903540	1	shRunx3	0	0	0	0	0	1
1	76030006	76030477	1	terminal	0	0	1	0	0	0
1	76723061	76723481	1	late	0	1	0	0	0	0
1	76960922	76961267	1	terminal	0	0	1	0	0	0
1	77236822	77237170	1	memory	0	0	0	1	0	0
1	77437128	77437409	1	terminal	0	0	1	0	0	0
1	77822668	77823021	1	late	0	1	0	0	0	0
1	78250060	78250389	1	early	1	0	0	0	0	0
1	78304963	78305210	1	terminal	0	0	1	0	0	0
1	78769701	78770019	1	shRunx3	0	0	0	0	0	1
1	79161654	79162113	1	memory	0	0	0	1	0	0
1	79164117	79164372	1	memory	0	0	0	1	0	0
1	79194964	79195242	1	memory	0	0	0	1	0	0
1	79242280	79242518	1	terminal	0	0	1	0	0	0
1	79307926	79308226	1	memory	0	0	0	1	0	0
1	79572155	79572555	1	memory	0	0	0	1	0	0
1	79677924	79678120	1	shCd19	0	0	0	0	1	0
1	79899230	79899564	1	early	1	0	0	0	0	0
1	80321369	80321655	1	shCd19	0	0	0	0	1	0
1	80635904	80636159	1	terminal	0	0	1	0	0	0
1	80746919	80747195	1	shCd19	0	0	0	0	1	0
1	80755485	80755814	1	shCd19	0	0	0	0	1	0
1	81076885	81077086	1	shRunx3	0	0	0	0	0	1
1	81321909	81322492	1	memory	0	0	0	1	0	0
1	81334685	81335080	1	terminal	0	0	1	0	0	0
1	81400769	81401300	1	shRunx3	0	0	0	0	0	1
1	81475353	81475708	1	shRunx3	0	0	0	0	0	1
1	81572638	81573013	1	memory	0	0	0	1	0	0
1	82274193	82274578	1	memory	0	0	0	1	0	0
1	82303925	82304182	1	memory	0	0	0	1	0	0
1	84018832	84019085	1	terminal	0	0	1	0	0	0
1	85732176	85732702	1	shCd19	0	0	0	0	1	0
1	85735492	85736232	1	shCd19	0	0	0	0	1	0
1	85743985	85744239	1	memory	0	0	0	1	0	0
1	85751714	85752527	1	shCd19	0	0	0	0	1	0
1	85913564	85913819	1	terminal	0	0	1	0	0	0
1	85983974	85984376	1	shRunx3	0	0	0	0	0	1
1	85998110	85998719	1	shRunx3	0	0	0	0	0	1
1	86005733	86006723	1	shCd19	0	0	0	0	1	0
1	86064383	86065174	1	shCd19	0	0	0	0	1	0
1	86154232	86154967	1	shCd19	0	0	0	0	1	0
1	86440694	86440919	1	shRunx3	0	0	0	0	0	1
1	86442157	86442853	1	shCd19	0	0	0	0	1	0
1	86549558	86549874	1	memory	0	0	0	1	0	0
1	87607539	87607548	1	shRunx3	0	0	0	0	0	1
1	87607548	87608133	2	shCd19,shRunx3	0	0	0	0	1	1
1	87608133	87608279	1	shCd19	0	0	0	0	1	0
1	87636907	87637134	1	shCd19	0	0	0	0	1	0
1	87637134	87637738	2	shCd19,shRunx3	0	0	0	0	1	1
1	87637738	87637753	1	shCd19	0	0	0	0	1	0
1	87640393	87640652	1	early	1	0	0	0	0	0
1	87828262	87828697	1	late	0	1	0	0	0	0
1	88654873	88654970	1	shCd19	0	0	0	0	1	0
1	88654970	88655235	2	terminal,shCd19	0	0	1	0	1	0
1	88655235	88655293	1	shCd19	0	0	0	0	1	0
1	90437373	90437755	1	terminal	0	0	1	0	0	0
1	90458771	90459025	1	shCd19	0	0	0	0	1	0
1	90567404	90567999	1	terminal	0	0	1	0	0	0
1	90677780	90678151	1	shCd19	0	0	0	0	1	0
1	90766314	90766765	1	shRunx3	0	0	0	0	0	1
1	90772095	90772478	1	late	0	1	0	0	0	0
1	91052790	91053407	1	shCd19	0	0	0	0	1	0
1	91091480	91091770	1	shRunx3	0	0	0	0	0	1
1	91298025	91298508	1	shCd19	0	0	0	0	1	0
1	91413205	91413535	1	shRunx3	0	0	0	0	0	1
1	91526994	91527301	1	memory	0	0	0	1	0	0
1	91974594	91974947	1	terminal	0	0	1	0	0	0
1	92180444	92180490	1	shRunx3	0	0	0	0	0	1
1	92180490	92180614	2	shCd19,shRunx3	0	0	0	0	1	1
1	92180614	92180863	3	terminal,shCd19,shRunx3	0	0	1	0	1	1
1	92180863	92180911	2	shCd19,shRunx3	0	0	0	0	1	1
1	92180911	92180924	1	shCd19	0	0	0	0	1	0
1	92401967	92402190	1	shCd19	0	0	0	0	1	0
1	92518552	92518929	1	late	0	1	0	0	0	0
1	92571946	92572263	1	memory	0	0	0	1	0	0
1	92636085	92636717	1	shRunx3	0	0	0	0	0	1
1	92640295	92640553	1	memory	0	0	0	1	0	0
1	92774638	92774970	1	shCd19	0	0	0	0	1	0
1	92934353	92934705	1	shRunx3	0	0	0	0	0	1
1	93156975	93157615	1	shCd19	0	0	0	0	1	0
1	93435816	93436289	1	shRunx3	0	0	0	0	0	1
1	93478503	93478809	1	memory	0	0	0	1	0	0
1	93635520	93635778	1	shCd19	0	0	0	0	1	0
1	93635778	93636186	2	shCd19,shRunx3	0	0	0	0	1	1
1	93636186	93636566	1	shRunx3	0	0	0	0	0	1
1	94034961	94035345	1	shRunx3	0	0	0	0	0	1
1	94042311	94042523	1	shCd19	0	0	0	0	1	0
1	94528272	94528645	1	terminal	0	0	1	0	0	0
1	94734025	94734408	1	memory	0	0	0	1	0	0
1	95557085	95557348	1	early	1	0	0	0	0	0
1	95703104	95703592	1	early	1	0	0	0	0	0
1	95712483	95712883	1	shRunx3	0	0	0	0	0	1
1	96134337	96134718	1	late	0	1	0	0	0	0
1	96679964	96680355	1	terminal	0	0	1	0	0	0
1	97052621	97052936	1	shCd19	0	0	0	0	1	0
1	97125135	97125688	1	late	0	1	0	0	0	0
1	97142067	97142317	1	memory	0	0	0	1	0	0
1	97330795	97331110	1	early	1	0	0	0	0	0
1	97369427	97369767	1	late	0	1	0	0	0	0
1	97544027	97544281	1	early	1	0	0	0	0	0
1	97659377	97660031	1	shCd19	0	0	0	0	1	0
1	99342247	99342626	1	memory	0	0	0	1	0	0
1	99697030	99697359	1	shRunx3	0	0	0	0	0	1
1	100458909	100459171	1	terminal	0	0	1	0	0	0
1	100558235	100558432	1	shRunx3	0	0	0	0	0	1
1	101367616	101368033	1	shCd19	0	0	0	0	1	0
1	101636331	101636638	1	late	0	1	0	0	0	0
1	102473336	102473672	1	early	1	0	0	0	0	0
1	103107128	103107384	1	shRunx3	0	0	0	0	0	1
1	103186972	103187249	1	shRunx3	0	0	0	0	0	1
1	103364266	103364575	1	memory	0	0	0	1	0	0
1	103634304	103634584	1	shRunx3	0	0	0	0	0	1
1	104402404	104403086	1	terminal	0	0	1	0	0	0
1	104802693	104803028	1	late	0	1	0	0	0	0
1	104844520	104844747	1	shCd19	0	0	0	0	1	0
1	104880113	104880502	1	late	0	1	0	0	0	0
1	105309038	105309282	1	shRunx3	0	0	0	0	0	1
1	105411973	105412231	1	early	1	0	0	0	0	0
1	105428171	105428639	1	terminal	0	0	1	0	0	0
1	105663293	105663946	1	shCd19	0	0	0	0	1	0
1	106515675	106515934	1	shCd19	0	0	0	0	1	0
1	107156722	107156981	1	early	1	0	0	0	0	0
1	109182834	109183419	1	terminal	0	0	1	0	0	0
1	110009710	110010061	1	late	0	1	0	0	0	0
1	110193708	110193980	1	early	1	0	0	0	0	0
1	110734121	110734343	1	shRunx3	0	0	0	0	0	1
1	111353671	111354054	1	shRunx3	0	0	0	0	0	1
1	111429007	111429301	1	early	1	0	0	0	0	0
1	111782653	111783056	1	shRunx3	0	0	0	0	0	1
1	112324112	112324505	1	memory	0	0	0	1	0	0
1	113840177	113840469	1	terminal	0	0	1	0	0	0
1	116011500	116012024	1	early	1	0	0	0	0	0
1	116567780	116568179	1	shRunx3	0	0	0	0	0	1
1	116577321	116577585	1	memory	0	0	0	1	0	0
1	116587153	116587389	1	shRunx3	0	0	0	0	0	1
1	117081258	117081758	1	late	0	1	0	0	0	0
1	117150415	117150871	1	memory	0	0	0	1	0	0
1	118180009	118180323	1	shRunx3	0	0	0	0	0	1
1	118868760	118869052	1	terminal	0	0	1	0	0	0
1	118967213	118967836	1	memory	0	0	0	1	0	0
1	119251808	119252008	1	shRunx3	0	0	0	0	0	1
1	119424803	119425051	1	shRunx3	0	0	0	0	0	1
1	119708170	119708663	1	terminal	0	0	1	0	0	0
1	119837046	119837677	1	shCd19	0	0	0	0	1	0
1	119961353	119961630	1	terminal	0	0	1	0	0	0
1	120262027	120262591	1	terminal	0	0	1	0	0	0
1	120482499	120482709	1	shRunx3	0	0	0	0	0	1
1	121141005	121141327	1	shRunx3	0	0	0	0	0	1
1	121438056	121438500	1	terminal	0	0	1	0	0	0
1	121566034	121566420	1	shRunx3	0	0	0	0	0	1
1	121792790	121793155	1	terminal	0	0	1	0	0	0
1	121887064	121887420	1	terminal	0	0	1	0	0	0
1	122077674	122077972	1	early	1	0	0	0	0	0
1	123354041	123354387	1	memory	0	0	0	1	0	0
1	123834309	123834776	1	late	0	1	0	0	0	0
1	124545601	124546114	1	shRunx3	0	0	0	0	0	1
1	124641332	124641559	1	shRunx3	0	0	0	0	0	1
1	124894985	124895255	1	shCd19	0	0	0	0	1	0
1	125158006	125158351	1	late	0	1	0	0	0	0
1	125216984	125217318	1	memory	0	0	0	1	0	0
1	125350273	125350608	1	shRunx3	0	0	0	0	0	1
1	125443819	125444114	1	shRunx3	0	0	0	0	0	1
1	125467690	125467888	1	early	1	0	0	0	0	0
1	125467888	125468083	2	early,shCd19	1	0	0	0	1	0
1	125468083	125468225	1	shCd19	0	0	0	0	1	0
1	125518830	125519154	1	shRunx3	0	0	0	0	0	1
1	125784673	125784916	1	shRunx3	0	0	0	0	0	1
1	125997746	125998104	1	memory	0	0	0	1	0	0
1	126119322	126119752	1	memory	0	0	0	1	0	0
1	127239204	127239467	1	shRunx3	0	0	0	0	0	1
1	127429863	127430166	1	shRunx3	0	0	0	0	0	1
1	127646169	127646670	1	shCd19	0	0	0	0	1	0
1	127672595	127672907	1	memory	0	0	0	1	0	0
1	127773722	127774265	1	shCd19	0	0	0	0	1	0
1	128050495	128050775	1	late	0	1	0	0	0	0
1	128102806	128103559	1	shCd19	0	0	0	0	1	0
1	128446593	128447472	1	shCd19	0	0	0	0	1	0
1	128548554	128549950	1	shCd19	0	0	0	0	1	0
1	128614470	128615621	1	shCd19	0	0	0	0	1	0
1	128786954	128787030	1	shRunx3	0	0	0	0	0	1
1	128787030	128787458	2	shCd19,shRunx3	0	0	0	0	1	1
1	128787458	128787560	1	shCd19	0	0	0	0	1	0
1	128830270	128831536	1	shCd19	0	0	0	0	1	0
1	129231061	129231358	1	early	1	0	0	0	0	0
1	129245278	129245780	1	shRunx3	0	0	0	0	0	1
1	129581549	129581782	1	shRunx3	0	0	0	0	0	1
1	129584767	129585193	1	terminal	0	0	1	0	0	0
1	130355164	130355451	1	early	1	0	0	0	0	0
1	130546459	130546808	1	late	0	1	0	0	0	0
1	130749327	130749757	1	shRunx3	0	0	0	0	0	1
1	131184202	131184835	1	shCd19	0	0	0	0	1	0
1	131194988	131195435	1	terminal	0	0	1	0	0	0
1	131526999	131528008	1	shCd19	0	0	0	0	1	0
1	131607921	131608185	1	early	1	0	0	0	0	0
1	131637880	131638307	1	shCd19	0	0	0	0	1	0
1	131665358	131665727	1	shCd19	0	0	0	0	1	0
1	132010594	132010760	1	shRunx3	0	0	0	0	0	1
1	132010760	132011142	2	shCd19,shRunx3	0	0	0	0	1	1
1	132011142	132011396	1	shRunx3	0	0	0	0	0	1
1	132417102	132417382	1	shRunx3	0	0	0	0	0	1
1	132476488	132476942	1	shCd19	0	0	0	0	1	0
1	132526733	132527111	1	shRunx3	0	0	0	0	0	1
1	132657817	132658177	1	memory	0	0	0	1	0	0
1	132869533	132869914	1	terminal	0	0	1	0	0	0
1	133075281	133075759	1	memory	0	0	0	1	0	0
1	133078317	133078569	1	memory	0	0	0	1	0	0
1	133690112	133690603	1	shCd19	0	0	0	0	1	0
1	133694786	133695087	1	shRunx3	0	0	0	0	0	1
1	133801350	133801557	1	shRunx3	0	0	0	0	0	1
1	133815891	133816323	1	shCd19	0	0	0	0	1	0
1	134060675	134061351	1	shCd19	0	0	0	0	1	0
1	134063427	134063960	1	shCd19	0	0	0	0	1	0
1	134077141	134077585	1	shRunx3	0	0	0	0	0	1
1	134082618	134083619	1	shCd19	0	0	0	0	1	0
1	134092822	134093969	1	shRunx3	0	0	0	0	0	1
1	134264698	134264967	1	memory	0	0	0	1	0	0
1	134702080	134702476	1	terminal	0	0	1	0	0	0
1	134955666	134956011	1	shRunx3	0	0	0	0	0	1
1	135237395	135237650	1	memory	0	0	0	1	0	0
1	135267898	135268529	1	shCd19	0	0	0	0	1	0
1	136054942	136055181	1	shCd19	0	0	0	0	1	0
1	136121880	136122432	1	shRunx3	0	0	0	0	0	1
