chrom	start	end	num	list	early	late	terminal	memory	shCd19	shRunx3
1	4997692	4997946	1	terminal	0	0	1	0	0	0
1	5034301	5034602	1	memory	0	0	0	1	0	0
1	5126033	5126495	1	shRunx3	0	0	0	0	0	1
1	5217048	5217286	1	shRunx3	0	0	0	0	0	1
1	5219586	5219831	1	shCd19	0	0	0	0	1	0
1	5322243	5322962	1	shRunx3	0	0	0	0	0	1
1	5343925	5344186	1	shRunx3	0	0	0	0	0	1
1	5401507	5401736	1	shCd19	0	0	0	0	1	0
1	5412005	5412340	1	memory	0	0	0	1	0	0
1	5436787	5437182	1	shCd19	0	0	0	0	1	0
1	5453213	5453446	1	memory	0	0	0	1	0	0
1	5459135	5459341	1	shRunx3	0	0	0	0	0	1
1	5495544	5495981	1	terminal	0	0	1	0	0	0
1	5578729	5579002	1	shRunx3	0	0	0	0	0	1
1	5591507	5591785	1	shCd19	0	0	0	0	1	0
1	5606644	5607029	1	shCd19	0	0	0	0	1	0
1	5636128	5636330	1	shRunx3	0	0	0	0	0	1
1	5648061	5648279	1	shCd19	0	0	0	0	1	0
1	5659433	5659748	1	shRunx3	0	0	0	0	0	1
1	5708791	5709168	1	shCd19	0	0	0	0	1	0
1	5749871	5750152	1	shRunx3	0	0	0	0	0	1
1	5758084	5758416	1	terminal	0	0	1	0	0	0
1	5799974	5800198	1	shRunx3	0	0	0	0	0	1
1	5818182	5818741	1	shRunx3	0	0	0	0	0	1
1	5926832	5927186	1	terminal	0	0	1	0	0	0
1	6050901	6051212	1	shRunx3	0	0	0	0	0	1
1	6051613	6051881	1	shCd19	0	0	0	0	1	0
1	6065140	6065442	1	shCd19	0	0	0	0	1	0
1	6076689	6076990	1	memory	0	0	0	1	0	0
1	6123628	6123822	1	shCd19	0	0	0	0	1	0
1	6164389	6164799	1	early	1	0	0	0	0	0
1	6260858	6261105	1	shRunx3	0	0	0	0	0	1
1	6342577	6342921	1	terminal	0	0	1	0	0	0
1	6351936	6352190	1	terminal	0	0	1	0	0	0
1	6466607	6467008	1	shCd19	0	0	0	0	1	0
1	6481421	6481626	1	shCd19	0	0	0	0	1	0
1	6490721	6490946	1	shCd19	0	0	0	0	1	0
1	6557186	6557615	1	shCd19	0	0	0	0	1	0
1	6602598	6602802	1	shRunx3	0	0	0	0	0	1
1	6634103	6634350	1	memory	0	0	0	1	0	0
1	6665886	6666418	1	shRunx3	0	0	0	0	0	1
1	6759711	6759935	1	shCd19	0	0	0	0	1	0
1	6974448	6974720	1	shRunx3	0	0	0	0	0	1
1	6996785	6996984	1	shRunx3	0	0	0	0	0	1
1	6997511	6997793	1	memory	0	0	0	1	0	0
1	7103455	7103725	1	shRunx3	0	0	0	0	0	1
1	7122633	7122829	1	shCd19	0	0	0	0	1	0
1	7222540	7222744	1	shCd19	0	0	0	0	1	0
1	7289391	7289634	1	shRunx3	0	0	0	0	0	1
1	7299991	7300225	1	shRunx3	0	0	0	0	0	1
1	7318746	7318940	1	shRunx3	0	0	0	0	0	1
1	7355503	7355908	1	shCd19	0	0	0	0	1	0
1	7374870	7375114	1	shCd19	0	0	0	0	1	0
1	7391178	7391381	1	shCd19	0	0	0	0	1	0
1	7395565	7396044	1	shRunx3	0	0	0	0	0	1
1	7448559	7448765	1	shCd19	0	0	0	0	1	0
1	7526142	7526359	1	shRunx3	0	0	0	0	0	1
1	7555792	7556138	1	late	0	1	0	0	0	0
1	7596202	7596470	1	shRunx3	0	0	0	0	0	1
1	7663373	7663645	1	terminal	0	0	1	0	0	0
1	7763755	7763970	1	shCd19	0	0	0	0	1	0
1	7860937	7861394	1	shRunx3	0	0	0	0	0	1
1	7879074	7879368	1	late	0	1	0	0	0	0
1	7975746	7975964	1	shCd19	0	0	0	0	1	0
1	8153091	8153383	1	shCd19	0	0	0	0	1	0
1	8271712	8271961	1	shRunx3	0	0	0	0	0	1
1	8292559	8292810	1	shCd19	0	0	0	0	1	0
1	8320384	8320641	1	shRunx3	0	0	0	0	0	1
1	8403444	8403834	1	late	0	1	0	0	0	0
1	8408281	8408589	1	terminal	0	0	1	0	0	0
1	8422309	8422613	1	shRunx3	0	0	0	0	0	1
1	8529179	8529387	1	shCd19	0	0	0	0	1	0
1	8553922	8554164	1	shCd19	0	0	0	0	1	0
1	8731287	8731488	1	shRunx3	0	0	0	0	0	1
1	8866181	8866709	1	shCd19	0	0	0	0	1	0
1	8874475	8874685	1	shCd19	0	0	0	0	1	0
1	8874773	8874999	1	shRunx3	0	0	0	0	0	1
1	8918931	8919266	1	shRunx3	0	0	0	0	0	1
1	8921754	8921970	1	shRunx3	0	0	0	0	0	1
1	8923150	8923509	1	shCd19	0	0	0	0	1	0
1	8991440	8991829	1	terminal	0	0	1	0	0	0
1	9054043	9054264	1	shRunx3	0	0	0	0	0	1
1	9065466	9065822	1	late	0	1	0	0	0	0
1	9067082	9067656	1	shRunx3	0	0	0	0	0	1
1	9097593	9098148	1	terminal	0	0	1	0	0	0
1	9110292	9110583	1	shCd19	0	0	0	0	1	0
1	9143501	9143904	1	shCd19	0	0	0	0	1	0
1	9189766	9190035	1	shRunx3	0	0	0	0	0	1
1	9194485	9194745	1	terminal	0	0	1	0	0	0
1	9207832	9208039	1	shCd19	0	0	0	0	1	0
1	9330573	9330955	1	shRunx3	0	0	0	0	0	1
1	9331126	9331437	1	terminal	0	0	1	0	0	0
1	9383534	9383737	1	shCd19	0	0	0	0	1	0
1	9397349	9397716	1	shCd19	0	0	0	0	1	0
1	9406429	9406938	1	shCd19	0	0	0	0	1	0
1	9492900	9493129	1	terminal	0	0	1	0	0	0
1	9521169	9521545	1	shRunx3	0	0	0	0	0	1
1	9539005	9539203	1	shRunx3	0	0	0	0	0	1
1	9596917	9597448	1	terminal	0	0	1	0	0	0
1	9603586	9603788	1	shRunx3	0	0	0	0	0	1
1	9658774	9659111	1	shCd19	0	0	0	0	1	0
1	9672841	9673101	1	shRunx3	0	0	0	0	0	1
1	9673443	9673774	1	memory	0	0	0	1	0	0
1	9693865	9694274	1	shCd19	0	0	0	0	1	0
1	9700592	9701077	1	shCd19	0	0	0	0	1	0
1	9712204	9712440	1	terminal	0	0	1	0	0	0
1	9729685	9729954	1	shRunx3	0	0	0	0	0	1
1	9770597	9770853	1	terminal	0	0	1	0	0	0
1	9807571	9807820	1	terminal	0	0	1	0	0	0
1	9847930	9848251	1	shCd19	0	0	0	0	1	0
1	9851398	9851800	1	shRunx3	0	0	0	0	0	1
1	9901588	9901797	1	shCd19	0	0	0	0	1	0
1	9992122	9992485	1	shCd19	0	0	0	0	1	0
1	10039410	10039670	1	shCd19	0	0	0	0	1	0
1	10116911	10117319	1	shRunx3	0	0	0	0	0	1
1	10121499	10121717	1	shCd19	0	0	0	0	1	0
1	10122628	10122899	1	shCd19	0	0	0	0	1	0
1	10174303	10174533	1	shRunx3	0	0	0	0	0	1
1	10197233	10197593	1	shRunx3	0	0	0	0	0	1
1	10210356	10210604	1	shRunx3	0	0	0	0	0	1
1	10253436	10253666	1	shCd19	0	0	0	0	1	0
1	10302161	10302357	1	shRunx3	0	0	0	0	0	1
1	10412867	10413075	1	shRunx3	0	0	0	0	0	1
1	10417237	10417429	1	shRunx3	0	0	0	0	0	1
1	10431010	10431205	1	shRunx3	0	0	0	0	0	1
1	10455156	10455361	1	shRunx3	0	0	0	0	0	1
1	10456276	10456485	1	shRunx3	0	0	0	0	0	1
1	10477264	10477796	1	shCd19	0	0	0	0	1	0
1	10616487	10616911	1	late	0	1	0	0	0	0
1	10648418	10648626	1	shCd19	0	0	0	0	1	0
1	10738265	10738703	1	terminal	0	0	1	0	0	0
1	10792605	10792891	1	terminal	0	0	1	0	0	0
1	10839653	10839922	1	shRunx3	0	0	0	0	0	1
1	10877750	10878059	1	shRunx3	0	0	0	0	0	1
1	10906056	10906667	1	shRunx3	0	0	0	0	0	1
1	10925926	10926157	1	shRunx3	0	0	0	0	0	1
1	10944548	10944760	1	shRunx3	0	0	0	0	0	1
1	10969443	10969646	1	shCd19	0	0	0	0	1	0
1	11102596	11102885	1	shCd19	0	0	0	0	1	0
1	11116082	11116343	1	shRunx3	0	0	0	0	0	1
1	11137091	11137347	1	shCd19	0	0	0	0	1	0
1	11162379	11162576	1	shCd19	0	0	0	0	1	0
1	11182601	11183068	1	terminal	0	0	1	0	0	0
1	11200726	11201035	1	shCd19	0	0	0	0	1	0
1	11228278	11228501	1	shRunx3	0	0	0	0	0	1
1	11235638	11235867	1	shRunx3	0	0	0	0	0	1
1	11253575	11253786	1	shCd19	0	0	0	0	1	0
1	11360522	11360829	1	late	0	1	0	0	0	0
1	11474404	11474601	1	shCd19	0	0	0	0	1	0
1	11481501	11481745	1	terminal	0	0	1	0	0	0
1	11678747	11679081	1	shRunx3	0	0	0	0	0	1
1	11738455	11738867	1	late	0	1	0	0	0	0
1	11837772	11838557	1	early	1	0	0	0	0	0
1	11867285	11867507	1	shCd19	0	0	0	0	1	0
1	11985498	11985793	1	terminal	0	0	1	0	0	0
1	12017016	12017291	1	shRunx3	0	0	0	0	0	1
1	12044629	12045000	1	terminal	0	0	1	0	0	0
1	12050347	12050571	1	shCd19	0	0	0	0	1	0
1	12060563	12060862	1	shCd19	0	0	0	0	1	0
1	12087540	12087819	1	shCd19	0	0	0	0	1	0
1	12104672	12104885	1	shCd19	0	0	0	0	1	0
1	12117668	12117900	1	shCd19	0	0	0	0	1	0
1	12210677	12211069	1	late	0	1	0	0	0	0
1	12216038	12216272	1	terminal	0	0	1	0	0	0
1	12245552	12245939	1	shRunx3	0	0	0	0	0	1
1	12249498	12249831	1	shCd19	0	0	0	0	1	0
1	12287199	12287400	1	shRunx3	0	0	0	0	0	1
1	12337184	12337585	1	shRunx3	0	0	0	0	0	1
1	12404226	12404501	1	shCd19	0	0	0	0	1	0
1	12460221	12460489	1	shRunx3	0	0	0	0	0	1
1	12498973	12499223	1	shRunx3	0	0	0	0	0	1
1	12556924	12557224	1	shRunx3	0	0	0	0	0	1
1	12632154	12632553	1	shCd19	0	0	0	0	1	0
1	12646048	12646294	1	shRunx3	0	0	0	0	0	1
1	12719462	12719688	1	shCd19	0	0	0	0	1	0
1	12722826	12723075	1	shCd19	0	0	0	0	1	0
1	12724816	12725019	1	shRunx3	0	0	0	0	0	1
1	12736052	12736340	1	shCd19	0	0	0	0	1	0
1	12775779	12776123	1	early	1	0	0	0	0	0
1	12902811	12903058	1	terminal	0	0	1	0	0	0
1	12943146	12943534	1	shCd19	0	0	0	0	1	0
1	12950675	12950964	1	shRunx3	0	0	0	0	0	1
1	12951397	12951851	1	shCd19	0	0	0	0	1	0
1	12965836	12966230	1	late	0	1	0	0	0	0
1	12968812	12969015	1	shCd19	0	0	0	0	1	0
1	12969192	12969590	1	terminal	0	0	1	0	0	0
1	13029680	13029917	1	shCd19	0	0	0	0	1	0
1	13033217	13033591	1	shRunx3	0	0	0	0	0	1
1	13104313	13104670	1	terminal	0	0	1	0	0	0
1	13144770	13145041	1	terminal	0	0	1	0	0	0
1	13168488	13168880	1	terminal	0	0	1	0	0	0
1	13188853	13189360	1	shCd19	0	0	0	0	1	0
1	13239516	13239967	1	shRunx3	0	0	0	0	0	1
1	13288941	13289188	1	shCd19	0	0	0	0	1	0
1	13388374	13388564	1	shRunx3	0	0	0	0	0	1
1	13392329	13392549	1	shCd19	0	0	0	0	1	0
1	13411247	13411830	1	shRunx3	0	0	0	0	0	1
1	13444894	13445451	1	terminal	0	0	1	0	0	0
1	13530241	13530504	1	shCd19	0	0	0	0	1	0
1	13586878	13587248	1	shCd19	0	0	0	0	1	0
1	13593135	13593598	1	shRunx3	0	0	0	0	0	1
1	13660216	13660490	1	shRunx3	0	0	0	0	0	1
1	13692334	13692536	1	shRunx3	0	0	0	0	0	1
1	13756780	13757154	1	shCd19	0	0	0	0	1	0
1	13833365	13833936	1	shCd19	0	0	0	0	1	0
1	13916131	13916427	1	shRunx3	0	0	0	0	0	1
1	14082976	14083175	1	shCd19	0	0	0	0	1	0
1	14185031	14185487	1	shCd19	0	0	0	0	1	0
1	14192143	14192560	1	shCd19	0	0	0	0	1	0
1	14227441	14227753	1	late	0	1	0	0	0	0
1	14238467	14238808	1	shCd19	0	0	0	0	1	0
1	14243419	14243767	1	late	0	1	0	0	0	0
1	14250516	14250708	1	shRunx3	0	0	0	0	0	1
1	14259928	14260334	1	shCd19	0	0	0	0	1	0
1	14261059	14261328	1	terminal	0	0	1	0	0	0
1	14292885	14293226	1	shCd19	0	0	0	0	1	0
1	14324226	14324612	1	shCd19	0	0	0	0	1	0
1	14355817	14356116	1	shCd19	0	0	0	0	1	0
1	14403734	14403937	1	shRunx3	0	0	0	0	0	1
1	14429695	14429899	1	shRunx3	0	0	0	0	0	1
1	14445358	14445566	1	shRunx3	0	0	0	0	0	1
1	14562675	14562976	1	terminal	0	0	1	0	0	0
1	14587478	14587679	1	shCd19	0	0	0	0	1	0
1	14636678	14637026	1	shCd19	0	0	0	0	1	0
1	14662101	14662344	1	terminal	0	0	1	0	0	0
1	14675449	14675698	1	terminal	0	0	1	0	0	0
1	14677612	14678501	1	shRunx3	0	0	0	0	0	1
1	14833245	14833521	1	memory	0	0	0	1	0	0
1	14872228	14872522	1	terminal	0	0	1	0	0	0
1	14924733	14924984	1	shCd19	0	0	0	0	1	0
1	15010585	15010880	1	shCd19	0	0	0	0	1	0
1	15040869	15041519	1	memory	0	0	0	1	0	0
1	15071144	15071422	1	late	0	1	0	0	0	0
1	15102752	15102979	1	shRunx3	0	0	0	0	0	1
1	15167520	15167713	1	shRunx3	0	0	0	0	0	1
1	15184582	15184974	1	shRunx3	0	0	0	0	0	1
1	15201626	15201892	1	shRunx3	0	0	0	0	0	1
1	15213090	15213433	1	shCd19	0	0	0	0	1	0
1	15323295	15323576	1	late	0	1	0	0	0	0
1	15332742	15333108	1	late	0	1	0	0	0	0
1	15420139	15420330	1	shRunx3	0	0	0	0	0	1
1	15467862	15468275	1	shRunx3	0	0	0	0	0	1
1	15477050	15477264	1	shCd19	0	0	0	0	1	0
1	15506280	15506489	1	shCd19	0	0	0	0	1	0
1	15653898	15654259	1	late	0	1	0	0	0	0
1	15726246	15726478	1	terminal	0	0	1	0	0	0
1	15752137	15752372	1	shCd19	0	0	0	0	1	0
1	15924673	15924904	1	shCd19	0	0	0	0	1	0
1	15942450	15942772	1	shRunx3	0	0	0	0	0	1
1	15970094	15970335	1	shCd19	0	0	0	0	1	0
1	16018730	16018932	1	shRunx3	0	0	0	0	0	1
1	16038876	16039162	1	terminal	0	0	1	0	0	0
1	16083111	16083338	1	shRunx3	0	0	0	0	0	1
1	16097316	16097514	1	shCd19	0	0	0	0	1	0
1	16179402	16179707	1	shRunx3	0	0	0	0	0	1
1	16180013	16180260	1	shRunx3	0	0	0	0	0	1
1	16191168	16191771	1	shCd19	0	0	0	0	1	0
1	16281492	16281870	1	terminal	0	0	1	0	0	0
1	16287540	16287919	1	terminal	0	0	1	0	0	0
1	16299452	16299892	1	terminal	0	0	1	0	0	0
1	16415326	16415561	1	terminal	0	0	1	0	0	0
1	16467736	16468276	1	terminal	0	0	1	0	0	0
1	16495749	16495945	1	shCd19	0	0	0	0	1	0
1	16534339	16534638	1	shRunx3	0	0	0	0	0	1
1	16675808	16676116	1	terminal	0	0	1	0	0	0
1	16688877	16689215	1	shCd19	0	0	0	0	1	0
1	16848004	16848231	1	shRunx3	0	0	0	0	0	1
1	16869907	16870265	1	shRunx3	0	0	0	0	0	1
1	16930178	16930591	1	late	0	1	0	0	0	0
1	17032807	17033047	1	shRunx3	0	0	0	0	0	1
1	17060951	17061203	1	shCd19	0	0	0	0	1	0
1	17134960	17135361	1	shCd19	0	0	0	0	1	0
1	17147417	17147705	1	shCd19	0	0	0	0	1	0
1	17154107	17154389	1	memory	0	0	0	1	0	0
1	17166752	17167091	1	terminal	0	0	1	0	0	0
1	17200223	17200429	1	shRunx3	0	0	0	0	0	1
1	17216575	17216783	1	shRunx3	0	0	0	0	0	1
1	17232696	17232908	1	shCd19	0	0	0	0	1	0
1	17301543	17301962	1	shRunx3	0	0	0	0	0	1
1	17416760	17417325	1	terminal	0	0	1	0	0	0
1	17482387	17482624	1	terminal	0	0	1	0	0	0
1	17512271	17512509	1	shCd19	0	0	0	0	1	0
1	17513967	17514249	1	shRunx3	0	0	0	0	0	1
1	17516729	17516967	1	shCd19	0	0	0	0	1	0
1	17563482	17563699	1	shRunx3	0	0	0	0	0	1
1	17570133	17570600	1	shCd19	0	0	0	0	1	0
1	17609392	17609787	1	shRunx3	0	0	0	0	0	1
1	17621947	17622191	1	shRunx3	0	0	0	0	0	1
1	17630913	17631146	1	shRunx3	0	0	0	0	0	1
1	17633300	17633633	1	late	0	1	0	0	0	0
1	17689263	17689654	1	late	0	1	0	0	0	0
1	17690933	17691190	1	shRunx3	0	0	0	0	0	1
1	17731162	17731395	1	shCd19	0	0	0	0	1	0
1	18003724	18004137	1	shCd19	0	0	0	0	1	0
1	18064635	18064840	1	shRunx3	0	0	0	0	0	1
1	18070636	18071326	1	shRunx3	0	0	0	0	0	1
1	18111333	18111539	1	shRunx3	0	0	0	0	0	1
1	18134740	18134930	1	shRunx3	0	0	0	0	0	1
1	18150685	18150932	1	shRunx3	0	0	0	0	0	1
1	18168103	18168341	1	shCd19	0	0	0	0	1	0
1	18332170	18332537	1	shRunx3	0	0	0	0	0	1
1	18428557	18428754	1	shCd19	0	0	0	0	1	0
1	18433113	18433350	1	shRunx3	0	0	0	0	0	1
1	18629374	18629666	1	terminal	0	0	1	0	0	0
1	18667198	18667420	1	shCd19	0	0	0	0	1	0
1	18695299	18695636	1	terminal	0	0	1	0	0	0
1	18711180	18711413	1	shRunx3	0	0	0	0	0	1
1	18744287	18744486	1	shCd19	0	0	0	0	1	0
1	18764502	18764977	1	terminal	0	0	1	0	0	0
1	18840290	18840498	1	shCd19	0	0	0	0	1	0
1	18858987	18859377	1	shCd19	0	0	0	0	1	0
1	18904608	18904899	1	shCd19	0	0	0	0	1	0
1	18908085	18908353	1	shRunx3	0	0	0	0	0	1
1	18949846	18950235	1	terminal	0	0	1	0	0	0
1	19039573	19039782	1	shRunx3	0	0	0	0	0	1
1	19113808	19114292	1	shRunx3	0	0	0	0	0	1
1	19167086	19167346	1	terminal	0	0	1	0	0	0
1	19230366	19230873	1	shRunx3	0	0	0	0	0	1
1	19249280	19249505	1	shCd19	0	0	0	0	1	0
1	19272037	19272279	1	shRunx3	0	0	0	0	0	1
1	19280072	19280414	1	shRunx3	0	0	0	0	0	1
1	19286505	19286856	1	memory	0	0	0	1	0	0
1	19312012	19312210	1	shRunx3	0	0	0	0	0	1
1	19370639	19371169	1	terminal	0	0	1	0	0	0
1	19428392	19428872	1	terminal	0	0	1	0	0	0
1	19443646	19443842	1	shCd19	0	0	0	0	1	0
1	19482035	19482310	1	shRunx3	0	0	0	0	0	1
1	19671296	19671525	1	shRunx3	0	0	0	0	0	1
1	19787387	19787688	1	shRunx3	0	0	0	0	0	1
1	19817474	19817755	1	terminal	0	0	1	0	0	0
1	19955772	19956178	1	shRunx3	0	0	0	0	0	1
1	20092894	20093132	1	shRunx3	0	0	0	0	0	1
1	20132926	20133304	1	terminal	0	0	1	0	0	0
1	20148080	20148394	1	shRunx3	0	0	0	0	0	1
1	20158626	20158923	1	shCd19	0	0	0	0	1	0
1	20199112	20199357	1	shCd19	0	0	0	0	1	0
1	20254018	20254295	1	shCd19	0	0	0	0	1	0
1	20289248	20289446	1	shRunx3	0	0	0	0	0	1
1	20298644	20299009	1	late	0	1	0	0	0	0
1	20312527	20312748	1	shRunx3	0	0	0	0	0	1
1	20322271	20322807	1	terminal	0	0	1	0	0	0
1	20379869	20380328	1	shRunx3	0	0	0	0	0	1
1	20419931	20420256	1	shCd19	0	0	0	0	1	0
1	20463215	20463585	1	terminal	0	0	1	0	0	0
1	20480637	20480851	1	shCd19	0	0	0	0	1	0
1	20534378	20534582	1	shCd19	0	0	0	0	1	0
1	20551606	20551803	1	shRunx3	0	0	0	0	0	1
1	20582227	20582433	1	shCd19	0	0	0	0	1	0
1	20842043	20842245	1	shRunx3	0	0	0	0	0	1
1	20905682	20906038	1	terminal	0	0	1	0	0	0
1	21132353	21132826	1	shRunx3	0	0	0	0	0	1
1	21183554	21183800	1	shCd19	0	0	0	0	1	0
1	21204034	21204437	1	shRunx3	0	0	0	0	0	1
1	21252059	21252461	1	shRunx3	0	0	0	0	0	1
1	21354988	21355313	1	shCd19	0	0	0	0	1	0
1	21433451	21433691	1	shRunx3	0	0	0	0	0	1
1	21483646	21483847	1	shCd19	0	0	0	0	1	0
1	21507127	21507336	1	shRunx3	0	0	0	0	0	1
1	21549687	21549923	1	shRunx3	0	0	0	0	0	1
1	21567460	21567790	1	terminal	0	0	1	0	0	0
1	21592391	21592651	1	shRunx3	0	0	0	0	0	1
1	21594433	21594689	1	shCd19	0	0	0	0	1	0
1	21634758	21634987	1	shRunx3	0	0	0	0	0	1
1	21650818	21651153	1	shRunx3	0	0	0	0	0	1
1	21731530	21731729	1	shRunx3	0	0	0	0	0	1
1	21763783	21764236	1	shRunx3	0	0	0	0	0	1
1	21774248	21774512	1	shCd19	0	0	0	0	1	0
1	21776071	21776376	1	terminal	0	0	1	0	0	0
1	21850905	21851096	1	shRunx3	0	0	0	0	0	1
1	21910569	21910777	1	shCd19	0	0	0	0	1	0
1	21963232	21963571	1	shRunx3	0	0	0	0	0	1
1	22005783	22005976	1	shRunx3	0	0	0	0	0	1
1	22173892	22174126	1	shRunx3	0	0	0	0	0	1
1	22281798	22282023	1	shRunx3	0	0	0	0	0	1
1	22486335	22486580	1	shRunx3	0	0	0	0	0	1
1	22544464	22544796	1	shCd19	0	0	0	0	1	0
1	22580457	22580652	1	shCd19	0	0	0	0	1	0
1	22593170	22593459	1	shRunx3	0	0	0	0	0	1
1	22597246	22597489	1	terminal	0	0	1	0	0	0
1	22655277	22655677	1	shRunx3	0	0	0	0	0	1
1	22677994	22678348	1	terminal	0	0	1	0	0	0
1	22800558	22800862	1	shRunx3	0	0	0	0	0	1
1	22819653	22820019	1	terminal	0	0	1	0	0	0
1	22957325	22957569	1	shCd19	0	0	0	0	1	0
1	22963721	22964022	1	terminal	0	0	1	0	0	0
1	23047609	23047750	1	shCd19	0	0	0	0	1	0
1	23047750	23047944	2	shCd19,shRunx3	0	0	0	0	1	1
1	23047944	23048056	1	shRunx3	0	0	0	0	0	1
1	23064884	23065172	1	shRunx3	0	0	0	0	0	1
1	23079337	23079845	1	shRunx3	0	0	0	0	0	1
1	23104691	23105039	1	shCd19	0	0	0	0	1	0
1	23128902	23129203	1	shCd19	0	0	0	0	1	0
1	23144973	23145208	1	shRunx3	0	0	0	0	0	1
1	23163184	23163481	1	shRunx3	0	0	0	0	0	1
1	23199268	23199755	1	shRunx3	0	0	0	0	0	1
1	23207892	23208112	1	shRunx3	0	0	0	0	0	1
1	23210054	23210280	1	shCd19	0	0	0	0	1	0
1	23214346	23214642	1	shCd19	0	0	0	0	1	0
1	23334644	23334844	1	shCd19	0	0	0	0	1	0
1	23394766	23395157	1	shRunx3	0	0	0	0	0	1
1	23396408	23396697	1	terminal	0	0	1	0	0	0
1	23432889	23433213	1	terminal	0	0	1	0	0	0
1	23442665	23442864	1	shCd19	0	0	0	0	1	0
1	23449917	23450146	1	shRunx3	0	0	0	0	0	1
1	23467267	23467530	1	terminal	0	0	1	0	0	0
1	23485483	23485676	1	shRunx3	0	0	0	0	0	1
1	23500001	23500240	1	terminal	0	0	1	0	0	0
1	23550533	23550811	1	shRunx3	0	0	0	0	0	1
1	23564744	23565241	1	late	0	1	0	0	0	0
1	23694696	23694932	1	shCd19	0	0	0	0	1	0
1	23753352	23753832	1	terminal	0	0	1	0	0	0
1	23801893	23802131	1	shRunx3	0	0	0	0	0	1
1	23802798	23803011	1	shRunx3	0	0	0	0	0	1
1	23876543	23876756	1	shCd19	0	0	0	0	1	0
1	23923924	23923957	1	shRunx3	0	0	0	0	0	1
1	23923957	23924256	2	shCd19,shRunx3	0	0	0	0	1	1
1	23924256	23924799	1	shCd19	0	0	0	0	1	0
1	23965475	23965694	1	shRunx3	0	0	0	0	0	1
1	23993425	23993834	1	late	0	1	0	0	0	0
1	24002565	24002837	1	shCd19	0	0	0	0	1	0
1	24010809	24011313	1	shRunx3	0	0	0	0	0	1
1	24015253	24015473	1	shRunx3	0	0	0	0	0	1
1	24228335	24228660	1	shRunx3	0	0	0	0	0	1
1	24243337	24243536	1	shCd19	0	0	0	0	1	0
1	24304483	24304695	1	shRunx3	0	0	0	0	0	1
1	24322280	24322484	1	shRunx3	0	0	0	0	0	1
1	24384511	24384823	1	shRunx3	0	0	0	0	0	1
1	24397573	24397857	1	shRunx3	0	0	0	0	0	1
1	24401458	24401787	1	shCd19	0	0	0	0	1	0
1	24561759	24562040	1	shCd19	0	0	0	0	1	0
1	24607727	24607929	1	shCd19	0	0	0	0	1	0
1	24736635	24736924	1	shCd19	0	0	0	0	1	0
1	24745629	24745910	1	shCd19	0	0	0	0	1	0
1	24857092	24857299	1	shRunx3	0	0	0	0	0	1
1	24873303	24873515	1	shRunx3	0	0	0	0	0	1
1	24905994	24906362	1	shCd19	0	0	0	0	1	0
1	24929257	24929532	1	late	0	1	0	0	0	0
1	25036180	25036402	1	shRunx3	0	0	0	0	0	1
1	25051110	25051509	1	shCd19	0	0	0	0	1	0
