chrom	start	end	num	list	early_Runx1	early_Runx3	late_Runx1	late_Runx3	terminal_Runx1	terminal_Runx3	memory_Runx1	memory_Runx3	shCd19_Runx1	shCd19_Runx3	shRunx3_Runx1	shRunx3_Runx3
1	4067173	4067558	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4078749	4078952	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4094587	4094952	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	4096774	4096977	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4099433	4099655	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	4108049	4108263	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4109931	4110133	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4122879	4123079	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4123293	4123506	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4137093	4137290	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4140118	4140660	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4172075	4172275	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	4197763	4198103	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	4202238	4202498	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4210159	4210548	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	4273869	4274134	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	4323638	4323952	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4330017	4330410	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	4353357	4353710	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4445902	4446103	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4461891	4462416	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4462534	4462735	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	4483062	4483263	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4496229	4496532	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4545002	4545353	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	4548790	4549070	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	4568757	4568983	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4580686	4581010	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	4591385	4591809	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4593414	4593626	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	4621306	4621556	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4630558	4630771	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4631098	4631662	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	4647931	4648220	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4660905	4661201	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4675330	4675604	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4704337	4704732	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	4713107	4713378	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	4720569	4721091	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	4724514	4724795	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	4740794	4741007	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4741797	4742090	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	4752372	4752574	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	4759366	4759639	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4802787	4803016	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4807416	4807731	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	4808563	4808878	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	4810139	4810339	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4821228	4821529	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4853177	4853381	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4859958	4860225	1	memory_Runx3	0	0	0	0	0	0	0	1	0	0	0	0
1	4868328	4868597	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4889181	4889533	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4901005	4901270	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4937436	4937724	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	4968777	4969143	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	4979789	4980049	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	4997692	4997946	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	5007554	5007775	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5034301	5034602	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	5126033	5126495	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5137900	5138161	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5144249	5144605	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5180876	5181336	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5188655	5188937	1	early_Runx3	0	1	0	0	0	0	0	0	0	0	0	0
1	5197315	5197737	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5217048	5217286	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5219586	5219831	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5258861	5259328	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5322243	5322962	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5332730	5332971	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5343925	5344186	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5363108	5363318	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5401507	5401736	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5403384	5403967	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5412005	5412340	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	5436787	5437182	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5453213	5453446	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	5459135	5459341	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5495544	5495981	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	5512591	5512891	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5526785	5527345	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5532285	5532500	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5572217	5572413	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5578729	5579002	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5591507	5591785	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5599048	5599560	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5606644	5607029	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5630308	5630693	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5636128	5636330	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5638877	5639115	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5648061	5648279	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5659433	5659748	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5673824	5674159	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5692260	5692460	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5708791	5709168	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	5749871	5750152	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5758084	5758416	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	5799974	5800198	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5818182	5818741	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	5878840	5879140	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	5880772	5881085	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5917696	5917962	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5926832	5927186	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	5940805	5941114	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	5955197	5955429	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	5985375	5985899	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6050901	6051212	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	6051613	6051881	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6065140	6065442	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6067305	6067502	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6076689	6076990	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	6080999	6081241	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6123628	6123822	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6139493	6139763	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6164389	6164799	1	early_Runx1	1	0	0	0	0	0	0	0	0	0	0	0
1	6175122	6175625	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6204760	6205018	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6222025	6222284	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6260858	6261105	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	6268762	6269190	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6322251	6322648	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6334042	6334249	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6342577	6342921	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	6351936	6352190	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	6466607	6467008	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6467927	6468126	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6475962	6476192	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6481421	6481626	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6490721	6490946	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6557136	6557186	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6557186	6557394	2	shCd19_Runx1,shCd19_Runx3	0	0	0	0	0	0	0	0	1	1	0	0
1	6557394	6557615	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6589166	6589478	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6591267	6591544	1	early_Runx3	0	1	0	0	0	0	0	0	0	0	0	0
1	6595593	6595884	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6602598	6602802	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	6606181	6606397	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6632643	6632983	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6634103	6634350	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	6665886	6666418	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	6669324	6669533	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6669730	6670164	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6686460	6686666	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6691106	6691541	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6743497	6743734	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	6749180	6749506	1	memory_Runx3	0	0	0	0	0	0	0	1	0	0	0	0
1	6759711	6759935	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	6787977	6788346	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	6821217	6821552	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6845472	6845715	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6905702	6906279	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6906829	6907122	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6933319	6933528	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6942523	6942794	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	6974448	6974720	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	6981533	6981859	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6986049	6986263	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	6996785	6996984	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	6997511	6997793	1	memory_Runx1	0	0	0	0	0	0	1	0	0	0	0	0
1	7007800	7008041	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7047137	7047465	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	7088964	7089290	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7103455	7103725	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7122633	7122829	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7126893	7127383	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	7158909	7159137	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7222540	7222744	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7229345	7229615	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7237448	7237893	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7264422	7264771	1	memory_Runx3	0	0	0	0	0	0	0	1	0	0	0	0
1	7280211	7280407	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7289391	7289634	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7299991	7300225	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7318746	7318940	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7327514	7327730	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7343250	7343470	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7355503	7355908	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7358571	7358786	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7374870	7375114	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7384938	7385194	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7391178	7391381	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7392128	7392869	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7395565	7396044	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7397679	7397900	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7448559	7448765	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7454450	7454694	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7469403	7469797	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7499614	7499904	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7508385	7508601	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7526142	7526359	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7533457	7533733	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7537468	7538156	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	7550157	7550380	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7555792	7556138	1	late_Runx1	0	0	1	0	0	0	0	0	0	0	0	0
1	7556501	7556921	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7570836	7571170	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7596202	7596470	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7626641	7626857	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7658578	7658796	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7663373	7663645	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	7683133	7683459	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7702833	7703206	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7763755	7763970	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	7777375	7777671	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	7816923	7817396	1	memory_Runx3	0	0	0	0	0	0	0	1	0	0	0	0
1	7823403	7823600	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7854132	7854474	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7860937	7861394	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	7866477	7866761	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	7879074	7879368	1	late_Runx1	0	0	1	0	0	0	0	0	0	0	0	0
1	7893764	7894064	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	7923440	7923872	1	late_Runx3	0	0	0	1	0	0	0	0	0	0	0	0
1	7975746	7975964	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	8024793	8025030	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	8065039	8065252	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8080068	8080322	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	8140612	8140910	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	8153091	8153383	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	8203570	8203894	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8238245	8238469	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	8271712	8271961	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	8291856	8292054	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8292559	8292810	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	8309628	8309921	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8320384	8320641	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	8351643	8351987	1	terminal_Runx3	0	0	0	0	0	1	0	0	0	0	0	0
1	8365588	8365861	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	8403444	8403834	1	late_Runx1	0	0	1	0	0	0	0	0	0	0	0	0
1	8408281	8408589	1	terminal_Runx1	0	0	0	0	1	0	0	0	0	0	0	0
1	8411796	8412136	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8418567	8418763	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	8422309	8422613	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	8438786	8439026	1	memory_Runx3	0	0	0	0	0	0	0	1	0	0	0	0
1	8474813	8475098	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8485845	8486193	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8529179	8529387	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	8553922	8554164	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
1	8604442	8604822	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	8623721	8624195	1	shCd19_Runx3	0	0	0	0	0	0	0	0	0	1	0	0
1	8731287	8731488	1	shRunx3_Runx1	0	0	0	0	0	0	0	0	0	0	1	0
1	8737770	8738108	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8768066	8768334	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8785414	8785635	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8844034	8844307	1	shRunx3_Runx3	0	0	0	0	0	0	0	0	0	0	0	1
1	8866181	8866709	1	shCd19_Runx1	0	0	0	0	0	0	0	0	1	0	0	0
